apparentTemperature,cloudCover,datetime,dewPoint,humidity,icon,lat,long,ozone,precipIntensity,precipProbability,precipType,pressure,station_id,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
11.76,0.0,2018-05-05 16:00:00,5.46,0.65,clear-night,51.522287,-0.12584800000000002,325.07,0.0,0.0,,1024.76,BL0,Clear,11.76,1525561200,0.0,8.85,84,9.06,3.43
11.35,0.0,2018-05-05 17:00:00,5.11,0.65,clear-night,51.522287,-0.12584800000000002,324.51,0.0,0.0,,1024.74,BL0,Clear,11.35,1525564800,0.0,9.17,71,8.46,2.81
10.18,0.0,2018-05-05 18:00:00,5.24,0.71,clear-night,51.522287,-0.12584800000000002,324.14,0.0,0.0,,1024.61,BL0,Clear,10.18,1525568400,0.0,9.03,45,7.75,2.21
8.98,0.0,2018-05-05 19:00:00,5.42,0.76,clear-night,51.522287,-0.12584800000000002,323.77,0.0,0.0,,1024.42,BL0,Clear,9.42,1525572000,0.0,8.79,346,6.96,3.36
8.69,0.0,2018-05-05 20:00:00,5.31,0.76,clear-night,51.522287,-0.12584800000000002,323.4,0.0,0.0,,1024.28,BL0,Clear,9.39,1525575600,0.0,8.58,346,6.6,3.93
9.19,0.0,2018-05-05 21:00:00,5.07,0.72,clear-night,51.522287,-0.12584800000000002,323.01,0.0,0.0,,1024.12,BL0,Clear,9.82,1525579200,0.0,7.87,5,7.08,3.92
10.38,0.0,2018-05-05 22:00:00,4.92,0.69,clear-day,51.522287,-0.12584800000000002,322.56,0.0,0.0,,1024.0,BL0,Clear,10.38,1525582800,0.0,7.11,31,7.98,4.36
11.22,0.0,2018-05-05 23:00:00,5.19,0.66,clear-day,51.522287,-0.12584800000000002,322.17,0.0,0.0,,1023.91,BL0,Clear,11.22,1525586400,1.0,6.38,46,8.65,4.86
13.39,0.0,2018-05-06 00:00:00,6.04,0.61,clear-day,51.522287,-0.12584800000000002,321.78,0.0,0.0,,1023.86,BL0,Clear,13.39,1525590000,1.0,6.69,54,8.89,4.96
16.63,0.0,2018-05-06 01:00:00,7.1,0.53,clear-day,51.522287,-0.12584800000000002,321.43,0.0,0.0,,1023.84,BL0,Clear,16.63,1525593600,2.0,6.95,63,8.88,5.0
19.55,0.0,2018-05-06 02:00:00,7.89,0.47,clear-day,51.522287,-0.12584800000000002,321.31,0.0,0.0,,1023.74,BL0,Clear,19.55,1525597200,3.0,7.21,71,8.6,5.12
21.49,0.0,2018-05-06 03:00:00,8.21,0.43,clear-day,51.522287,-0.12584800000000002,321.57,0.0,0.0,,1023.47,BL0,Clear,21.49,1525600800,5.0,7.91,80,7.88,5.48
22.77,0.0,2018-05-06 04:00:00,8.28,0.4,clear-day,51.522287,-0.12584800000000002,322.05,0.0,0.0,,1023.14,BL0,Clear,22.77,1525604400,6.0,8.62,88,6.88,5.9
23.59,0.0,2018-05-06 05:00:00,8.29,0.38,clear-day,51.522287,-0.12584800000000002,322.52,0.0,0.0,,1022.75,BL0,Clear,23.59,1525608000,6.0,9.32,96,6.08,6.06
24.23,0.0,2018-05-06 06:00:00,8.32,0.36,clear-day,51.522287,-0.12584800000000002,323.1,0.0,0.0,,1022.25,BL0,Clear,24.23,1525611600,6.0,9.32,105,5.79,5.78
24.84,0.0,2018-05-06 07:00:00,8.31,0.35,clear-day,51.522287,-0.12584800000000002,323.69,0.0,0.0,,1021.69,BL0,Clear,24.84,1525615200,4.0,9.32,112,5.29,5.25
25.39,0.0,2018-05-06 08:00:00,8.36,0.34,clear-day,51.522287,-0.12584800000000002,324.22,0.0,0.0,,1021.23,BL0,Clear,25.39,1525618800,3.0,9.32,116,4.94,4.85
25.88,0.0,2018-05-06 09:00:00,8.56,0.33,clear-day,51.522287,-0.12584800000000002,324.44,0.0,0.0,,1020.87,BL0,Clear,25.88,1525622400,2.0,9.32,114,4.93,4.68
27.02,0.0,2018-05-06 10:00:00,8.79,0.32,clear-day,51.522287,-0.12584800000000002,324.61,0.0,0.0,,1020.58,BL0,Clear,27.02,1525626000,1.0,9.32,109,5.59,4.64
25.63,0.0,2018-05-06 11:00:00,8.83,0.35,clear-day,51.522287,-0.12584800000000002,324.72,0.0,0.0,,1020.46,BL0,Clear,25.63,1525629600,0.0,9.32,105,6.16,4.69
23.48,0.0,2018-05-06 12:00:00,8.49,0.38,clear-day,51.522287,-0.12584800000000002,324.78,0.0,0.0,,1020.67,BL0,Clear,23.48,1525633200,0.0,9.32,103,7.19,5.03
20.83,0.0,2018-05-06 13:00:00,7.96,0.44,clear-night,51.522287,-0.12584800000000002,324.8,0.0,0.0,,1021.04,BL0,Clear,20.83,1525636800,0.0,9.32,101,8.43,5.5
18.81,0.0,2018-05-06 14:00:00,7.48,0.48,clear-night,51.522287,-0.12584800000000002,324.71,0.0,0.0,,1021.31,BL0,Clear,18.81,1525640400,0.0,9.32,96,8.74,5.54
17.4,0.0,2018-05-06 15:00:00,7.1,0.51,clear-night,51.522287,-0.12584800000000002,324.52,0.0,0.0,,1021.41,BL0,Clear,17.4,1525644000,0.0,9.32,87,7.29,4.71
16.18,0.0,2018-05-06 16:00:00,6.78,0.54,clear-night,51.522287,-0.12584800000000002,324.36,0.0,0.0,,1021.42,BL0,Clear,16.18,1525647600,0.0,9.32,75,4.92,3.49
15.07,0.0,2018-05-06 17:00:00,6.51,0.57,clear-night,51.522287,-0.12584800000000002,324.11,0.0,0.0,,1021.29,BL0,Clear,15.07,1525651200,0.0,9.32,65,3.31,2.69
14.15,0.0,2018-05-06 18:00:00,6.28,0.59,clear-night,51.522287,-0.12584800000000002,323.65,0.0,0.0,,1021.04,BL0,Clear,14.15,1525654800,0.0,9.32,59,3.25,2.79
13.44,0.0,2018-05-06 19:00:00,6.12,0.61,clear-night,51.522287,-0.12584800000000002,323.14,0.0,0.0,,1020.63,BL0,Clear,13.44,1525658400,0.0,9.32,55,3.93,3.28
13.12,0.0,2018-05-06 20:00:00,6.06,0.62,clear-night,51.522287,-0.12584800000000002,322.74,0.0,0.0,,1020.35,BL0,Clear,13.12,1525662000,0.0,9.32,51,4.64,3.71
12.92,0.0,2018-05-06 21:00:00,6.09,0.63,clear-night,51.522287,-0.12584800000000002,322.63,0.0,0.0,,1020.27,BL0,Clear,12.92,1525665600,0.0,8.27,46,5.11,3.82
12.87,0.0,2018-05-06 22:00:00,6.23,0.64,clear-day,51.522287,-0.12584800000000002,322.54,0.0,0.0,,1020.29,BL0,Clear,12.87,1525669200,0.0,7.21,41,5.61,3.85
13.37,0.0,2018-05-06 23:00:00,6.58,0.63,clear-day,51.522287,-0.12584800000000002,322.65,0.0,0.0,,1020.27,BL0,Clear,13.37,1525672800,1.0,6.16,40,6.12,3.98
15.43,0.0,2018-05-07 00:00:00,7.3,0.58,clear-day,51.522287,-0.12584800000000002,322.74,0.0,0.0,,1020.27,BL0,Clear,15.43,1525676400,1.0,7.21,45,6.77,4.29
18.51,0.0,2018-05-07 01:00:00,8.23,0.51,clear-day,51.522287,-0.12584800000000002,322.94,0.0,0.0,,1020.24,BL0,Clear,18.51,1525680000,2.0,8.27,53,7.46,4.68
21.31,0.0,2018-05-07 02:00:00,9.03,0.45,clear-day,51.522287,-0.12584800000000002,323.13,0.0,0.0,,1020.08,BL0,Clear,21.31,1525683600,3.0,9.32,63,7.92,5.06
23.27,0.0,2018-05-07 03:00:00,9.58,0.42,clear-day,51.522287,-0.12584800000000002,323.38,0.0,0.0,,1019.76,BL0,Clear,23.27,1525687200,5.0,9.32,73,7.93,5.45
24.62,0.0,2018-05-07 04:00:00,10.0,0.4,clear-day,51.522287,-0.12584800000000002,323.57,0.0,0.0,,1019.29,BL0,Clear,24.62,1525690800,6.0,9.32,85,7.7,5.86
25.7,0.0,2018-05-07 05:00:00,10.19,0.38,clear-day,51.522287,-0.12584800000000002,323.76,0.0,0.0,,1018.8,BL0,Clear,25.7,1525694400,6.0,9.32,94,7.48,6.12
26.39,0.0,2018-05-07 06:00:00,10.08,0.36,clear-day,51.522287,-0.12584800000000002,323.85,0.0,0.0,,1018.24,BL0,Clear,26.39,1525698000,6.0,10.0,100,7.22,6.19
26.8,0.0,2018-05-07 07:00:00,9.75,0.34,clear-day,51.522287,-0.12584800000000002,323.98,0.0,0.0,,1017.64,BL0,Clear,26.8,1525701600,4.0,10.0,106,6.98,6.15
26.91,0.0,2018-05-07 08:00:00,9.39,0.33,clear-day,51.522287,-0.12584800000000002,324.03,0.0,0.0,,1017.12,BL0,Clear,26.91,1525705200,3.0,10.0,108,7.05,6.14
26.97,0.0,2018-05-07 09:00:00,9.08,0.32,clear-day,51.522287,-0.12584800000000002,324.04,0.0,0.0,,1016.68,BL0,Clear,26.97,1525708800,2.0,10.0,108,7.77,6.27
26.79,0.0,2018-05-07 10:00:00,8.72,0.32,clear-day,51.522287,-0.12584800000000002,324.08,0.0,0.0,,1016.3,BL0,Clear,26.79,1525712400,1.0,10.0,104,8.84,6.42
25.88,0.0,2018-05-07 11:00:00,8.37,0.33,clear-day,51.522287,-0.12584800000000002,323.99,0.0,0.0,,1016.06,BL0,Clear,25.88,1525716000,0.0,10.0,103,9.6,6.52
24.03,0.0,2018-05-07 12:00:00,8.0,0.36,clear-day,51.522287,-0.12584800000000002,323.77,0.0,0.0,,1016.09,BL0,Clear,24.03,1525719600,0.0,10.0,104,9.89,6.57
21.69,0.0,2018-05-07 13:00:00,7.63,0.4,clear-night,51.522287,-0.12584800000000002,323.4,0.0,0.0,,1016.3,BL0,Clear,21.69,1525723200,0.0,10.0,105,9.9,6.56
19.65,0.0,2018-05-07 14:00:00,7.44,0.45,clear-night,51.522287,-0.12584800000000002,323.33,0.0,0.0,,1016.31,BL0,Clear,19.65,1525726800,0.0,9.32,106,9.59,6.25
18.12,0.0,2018-05-07 15:00:00,7.55,0.5,clear-night,51.522287,-0.12584800000000002,323.72,0.0,0.0,,1016.02,BL0,Clear,18.12,1525730400,0.0,9.32,105,8.83,5.42
16.76,0.0,2018-05-07 16:00:00,7.82,0.56,clear-night,51.522287,-0.12584800000000002,324.27,0.0,0.0,,1015.55,BL0,Clear,16.76,1525734000,0.0,9.32,103,7.77,4.31
15.51,0.0,2018-05-07 17:00:00,8.04,0.61,clear-night,51.522287,-0.12584800000000002,324.68,0.0,0.0,,1015.0,BL0,Clear,15.51,1525737600,0.0,9.32,100,6.77,3.46
14.48,0.0,2018-05-07 18:00:00,8.16,0.66,clear-night,51.522287,-0.12584800000000002,324.6,0.0,0.0,,1014.33,BL0,Clear,14.48,1525741200,0.0,9.32,97,5.98,3.07
13.67,0.0,2018-05-07 19:00:00,8.27,0.7,clear-night,51.522287,-0.12584800000000002,324.35,0.0,0.0,,1013.6,BL0,Clear,13.67,1525744800,0.0,9.32,93,5.27,2.9
13.28,0.0,2018-05-07 20:00:00,8.39,0.72,clear-night,51.522287,-0.12584800000000002,324.23,0.0,0.0,,1012.95,BL0,Clear,13.28,1525748400,0.0,9.32,92,4.6,2.76
13.09,0.0,2018-05-07 21:00:00,8.48,0.74,clear-night,51.522287,-0.12584800000000002,324.39,0.0,0.0,,1012.55,BL0,Clear,13.09,1525752000,0.0,9.32,94,3.86,2.52
13.14,0.0,2018-05-07 22:00:00,8.59,0.74,clear-day,51.522287,-0.12584800000000002,324.71,0.0,0.0,,1012.26,BL0,Clear,13.14,1525755600,0.0,9.32,99,3.2,2.31
13.74,0.0,2018-05-07 23:00:00,8.8,0.72,clear-day,51.522287,-0.12584800000000002,325.32,0.0,0.0,,1011.97,BL0,Clear,13.74,1525759200,1.0,9.32,110,2.85,2.25
15.83,0.0,2018-05-08 00:00:00,9.25,0.65,clear-day,51.522287,-0.12584800000000002,326.34,0.0,0.0,,1011.63,BL0,Clear,15.83,1525762800,1.0,10.0,130,2.93,2.39
18.91,0.0,2018-05-08 01:00:00,9.82,0.56,clear-day,51.522287,-0.12584800000000002,327.65,0.0,0.0,,1011.29,BL0,Clear,18.91,1525766400,2.0,10.0,157,3.28,2.73
21.71,0.0,2018-05-08 02:00:00,10.19,0.48,clear-day,51.522287,-0.12584800000000002,328.97,0.0,0.0,,1010.9,BL0,Clear,21.71,1525770000,3.0,10.0,179,4.1,3.22
23.62,0.0,2018-05-08 03:00:00,10.21,0.43,clear-day,51.522287,-0.12584800000000002,330.47,0.0,0.0,,1010.44,BL0,Clear,23.62,1525773600,5.0,10.0,190,5.63,3.93
24.77,0.0,2018-05-08 04:00:00,10.03,0.39,clear-day,51.522287,-0.12584800000000002,332.03,0.0,0.0,,1009.94,BL0,Clear,24.77,1525777200,6.0,10.0,196,7.61,4.83
25.58,0.0,2018-05-08 05:00:00,9.88,0.37,clear-day,51.522287,-0.12584800000000002,333.24,0.0,0.0,,1009.46,BL0,Clear,25.58,1525780800,6.0,10.0,203,9.23,5.83
26.02,0.01,2018-05-08 06:00:00,9.84,0.36,clear-day,51.522287,-0.12584800000000002,333.86,0.0,0.0,,1008.99,BL0,Clear,26.02,1525784400,6.0,10.0,225,10.07,6.9
26.31,0.03,2018-05-08 07:00:00,9.83,0.36,clear-day,51.522287,-0.12584800000000002,333.99,0.0,0.0,,1008.55,BL0,Clear,26.31,1525788000,4.0,10.0,247,10.56,8.02
26.28,0.05,2018-05-08 08:00:00,9.84,0.36,clear-day,51.522287,-0.12584800000000002,333.97,0.0,0.0,,1008.22,BL0,Clear,26.28,1525791600,3.0,10.0,241,11.12,9.01
26.13,0.04,2018-05-08 09:00:00,9.97,0.36,clear-day,51.522287,-0.12584800000000002,333.92,0.0,0.0,,1007.99,BL0,Clear,26.13,1525795200,2.0,10.0,176,11.78,8.18
25.51,0.05,2018-05-08 10:00:00,10.16,0.38,clear-day,51.522287,-0.12584800000000002,333.67,0.0,0.0,,1007.86,BL0,Clear,25.51,1525798800,1.0,10.0,354,12.51,8.36
24.57,0.06,2018-05-08 11:00:00,10.17,0.4,clear-day,51.522287,-0.12584800000000002,332.77,0.0,0.0,,1007.93,BL0,Clear,24.57,1525802400,0.0,10.0,279,13.56,9.53
23.05,0.16,2018-05-08 12:00:00,9.82,0.43,clear-day,51.522287,-0.12584800000000002,329.18,0.0,0.0,,1008.35,BL0,Clear,23.05,1525806000,0.0,10.0,246,15.33,8.54
21.62,0.3,2018-05-08 13:00:00,9.27,0.45,partly-cloudy-night,51.522287,-0.12584800000000002,325.0,0.0,0.0,,1008.97,BL0,Partly Cloudy,21.62,1525809600,0.0,10.0,310,17.42,8.2
20.32,0.38,2018-05-08 14:00:00,8.81,0.48,partly-cloudy-night,51.522287,-0.12584800000000002,325.77,0.0,0.0,,1009.4,BL0,Partly Cloudy,20.32,1525813200,0.0,10.0,301,19.09,9.75
19.18,0.36,2018-05-08 15:00:00,8.58,0.5,partly-cloudy-night,51.522287,-0.12584800000000002,336.89,0.0,0.0,,1009.45,BL0,Partly Cloudy,19.18,1525816800,0.0,10.0,302,20.08,9.49
17.99,0.28,2018-05-08 16:00:00,8.38,0.53,partly-cloudy-night,51.522287,-0.12584800000000002,353.02,0.0,0.0,,1009.31,BL0,Partly Cloudy,17.99,1525820400,0.0,10.0,313,20.63,9.19
16.67,0.2,2018-05-08 17:00:00,8.07,0.57,clear-night,51.522287,-0.12584800000000002,364.09,0.0,0.0,,1009.14,BL0,Clear,16.67,1525824000,0.0,10.0,323,20.72,8.75
15.32,0.13,2018-05-08 18:00:00,7.61,0.6,clear-night,51.522287,-0.12584800000000002,365.82,0.0,0.0,,1008.97,BL0,Clear,15.32,1525827600,0.0,10.0,324,20.38,8.05
13.97,0.05,2018-05-08 19:00:00,7.09,0.63,clear-night,51.522287,-0.12584800000000002,362.57,0.0,0.0,,1008.77,BL0,Clear,13.97,1525831200,0.0,10.0,324,19.59,7.21
13.13,0.0,2018-05-08 20:00:00,6.68,0.65,clear-night,51.522287,-0.12584800000000002,357.11,0.0,0.0,,1008.56,BL0,Clear,13.13,1525834800,0.0,10.0,327,18.22,6.38
12.66,0.0,2018-05-08 21:00:00,6.46,0.66,clear-night,51.522287,-0.12584800000000002,349.25,0.0,0.0,,1008.39,BL0,Clear,12.66,1525838400,0.0,10.0,334,15.82,5.6
12.55,0.0,2018-05-08 22:00:00,6.33,0.66,clear-day,51.522287,-0.12584800000000002,339.25,0.0,0.0,,1008.2,BL0,Clear,12.55,1525842000,0.0,10.0,345,12.84,4.85
12.88,0.0,2018-05-08 23:00:00,6.28,0.64,clear-day,51.522287,-0.12584800000000002,331.18,0.0,0.0,,1007.98,BL0,Clear,12.88,1525845600,1.0,10.0,359,10.51,4.48
14.58,0.03,2018-05-09 00:00:00,6.42,0.58,clear-day,51.522287,-0.12584800000000002,326.81,0.0,0.0,,1007.74,BL0,Clear,14.58,1525849200,1.0,10.0,6,9.39,4.6
17.1,0.06,2018-05-09 01:00:00,6.66,0.5,clear-day,51.522287,-0.12584800000000002,324.38,0.0,0.0,,1007.44,BL0,Clear,17.1,1525852800,2.0,10.0,217,8.92,5.06
19.33,0.12,2018-05-09 02:00:00,6.68,0.44,clear-day,51.522287,-0.12584800000000002,322.48,0.0,0.0,,1007.12,BL0,Clear,19.33,1525856400,3.0,10.0,246,8.68,5.69
20.51,0.23,2018-05-09 03:00:00,6.22,0.39,clear-day,51.522287,-0.12584800000000002,320.87,0.0,0.0,,1006.79,BL0,Clear,20.51,1525860000,4.0,10.0,304,8.39,5.51
21.06,0.36,2018-05-09 04:00:00,5.51,0.36,partly-cloudy-day,51.522287,-0.12584800000000002,319.89,0.0,0.0,,1006.44,BL0,Partly Cloudy,21.06,1525863600,5.0,10.0,188,8.31,7.58
21.19,0.5,2018-05-09 05:00:00,5.07,0.35,partly-cloudy-day,51.522287,-0.12584800000000002,319.32,0.0,0.0,,1006.1,BL0,Partly Cloudy,21.19,1525867200,5.0,10.0,237,8.87,8.65
22.15,0.66,2018-05-09 06:00:00,5.25,0.33,partly-cloudy-day,51.522287,-0.12584800000000002,319.26,0.0,0.0,,1005.77,BL0,Mostly Cloudy,22.15,1525870800,4.0,10.0,248,10.34,10.03
21.74,0.83,2018-05-09 07:00:00,5.7,0.35,partly-cloudy-day,51.522287,-0.12584800000000002,319.68,0.0,0.0,,1005.44,BL0,Mostly Cloudy,21.74,1525874400,3.0,10.0,239,12.38,11.55
21.23,0.95,2018-05-09 08:00:00,5.81,0.37,cloudy,51.522287,-0.12584800000000002,320.2,0.0,0.0,,1005.21,BL0,Overcast,21.23,1525878000,2.0,10.0,233,14.13,12.51
